Column1,Column2,Column 3,Column 4
No payment tokens are available for the specified order payment.,指定された注文の支払いに利用可能な支払いトークンはありません。,,
"The CMS node with the ""%1"" ID doesn't exist.","ID ""%1"" のCMSノードは存在しません。",,
Rule %1 does not exists,ルール %1 は存在しません,,
The consumer isn't authorized to access %resources.,会員は%resourcesにアクセスする権限がありません.,,
Specified request cannot be processed.,指定されたリクエストを処理できません。,,
"WebapiAsync config for ""%topicName"" does not exist.","""%topicName""のWebapiAsyncの設定が存在しません。",,
Can not register new customer due to restrictions are enabled.,制限が有効なため、新規会員を登録できません。,,
Set unique country-state combinations within the same fixed product tax. Verify the combinations and try again.,同じ商品固定税の中で一意な国と州の組み合わせを設定します。 組み合わせを確認して、再度お試し下さい。,,
Inserting a widget does not create a widget instance.,ウィジェットを挿入しても、ウィジェットインスタンスは作成されません。,,
The Wish List item can't load at this time. Please try again later.,欲しいものリストの商品を読み込むことはできません。 後で再度お試しください。,,
The cart item doesn't exist.,カート商品が存在しません。,,
You must login or register to add items to your wishlist.,欲しいものリストに商品を追加するには、ログインもしくは登録する必要があります。,,
Add To Wishlist,欲しいものリストに追加,,
Transaction has been canceled,トランザクションはキャンセルされました,,
Your purchase process has been cancelled.,ご注文の処理がキャンセルされました。,,
Please click,クリックしてください,,
if you are not redirected automatically.,自動的にリダイレクトされない場合。,,
Payment was canceled.,お支払いはキャンセルされました。,,
<a href=%url_about_us>About Us</a>,<a href=%url_about_us>会社概要</a>,,
<a href=url_customer_service>Customer Service</a>,<a href=url_customer_service>カスタマーサービス</a>,,
Salable Quantity,販売可能数量,,
Product Salable Quantity,商品販売可能数量,,
Sources,倉庫,,
Stocks,在庫,,
Manage Sources,倉庫管理,,
Add New Source,新規作成,,
Is Enabled,有効,,
Contact Info,連絡先,,
Address Data,住所情報,,
Postcode,郵便番号,,
Latitude,緯度,,
Longitude,経度,,
The Default Source must be enabled. A default source is required for single source merchants and product migration.,デフォルト倉庫は有効でなければなりません。デフォルト倉庫は単一拠点在庫管理と商品データ移行に必要です。,,
Sales Channels,販売チャネル,,
Assigned Sources,割り当て済み倉庫,,
Assigned sources,割り当て済み倉庫,,
Add New Stock,新規作成,,
Assign Sources,倉庫割当,,
Use Ctrl+Click for check several values or uncheck value. All unassigned sales channels will be assigned to the Default Stock.,CTRLキーを推しながらクリックして、値を選択・非選択にできます。全ての未割り当て販売チャネルはデフォルト倉庫に関連付けられます。,,
Admin bulk operations,管理者による一括操作,,
Run asynchronously,非同期実行,,
An asynchronous queue manager must be configured,非同期キュー管理の設定が必要です。,,
Quantity per Source,倉庫別在庫数,,
Source Code,倉庫コード,,
Source Status,ステータス,,
Source Item Status,在庫状況,,
Notify Quantity,在庫切れ通知個数,,
Notify Quantity Use Default,デフォルトの在庫切れ通知個数を使用,,
"You added %1 to your <a href=""%2"">shopping cart</a>.","%1 を <a href=""%2"">ショッピングカート</a> に追加しました。",,
The Source has been saved.,倉庫を保存しました。,,
"
                                    Allowable values: ""paypal"", ""primary"" (default), your_custom_value (a custom payment page style from your merchant account profile).
                                ","
                                    許可される値: ""paypal"", ""primary"" (デフォルト), your_custom_value (あなたのマーチャントアカウントプロフィールのカスタムペイメントページスタイル).
                                ",,
"
                                    The background color for the checkout page around the header and payment form.
                                ","
                                   チェックアウトページのヘッダーと支払フォームの周りのバックグラウンドカラー
                                ",,
"
                                    The background color for the header of the checkout page. Case-insensitive six-character HTML hexadecimal color code in ASCII.
                                ","
                                    チェックアウトページのヘッダーのバックグラウンドカラー。大文字小文字無関係の6文字HTML16進数ASCIIカラーコード。
                                ",,
"
                                    The image at the top left of the checkout page. Max size is 750x90-pixel. <strong style=""color:red"">https</strong> is highly encouraged.
                                ","
                                    画像はチェックアウトページの左上です。最大サイズは750x90ピクセル。 <strong style=""color:red"">https</strong>を強く推奨します
                                ",,
"
                                    Will appear as a payment option only for customers who have at least one active billing agreement.
                                ","
                                   最低でも1つの有効な支払契約をお持ちの会員にのみ支払オプションは表示されます。
                                ",,
"
                                <a href=""http://www.magentocommerce.com/paypal"">Start accepting payments via PayPal!</a>
                            ","
                                <a href=""http://www.magentocommerce.com/paypal"">PayPalを通しての支払の受付開始</a>
                            ",,
"
                                <a href=""https://financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">Why Advertise Financing?</a><br/>
                                            <strong>Give your sales a boost when you advertise financing.</strong><br/>PayPal helps turn browsers into buyers with financing
                                            from PayPal Credit®;. Your customers have more time to pay, while you get paid up front – at no additional cost to you.
                                            Use PayPal’s free banner ads that let you advertise PayPal Credit®; financing as a payment option when your customers check out with PayPal.
                                            The PayPal Advertising Program has been shown to generate additional purchases as well as increase consumer's average purchase sizes by 15%
                                            or more. <a href=""https://financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">See Details</a>.
                            ","
                                <a href=""https://financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">ファイナンシングをなぜ宣伝するのか？</a><br/>
                                            <strong>ファイナンシングを宣伝すると、御社の取引が加速します。</strong><br/>PayPalはPayPalクレジット®;からのファイナンシングによって潜在的会員を購買者に変えることができます。追加料金なしで、御社の会員は支払のタイミングを遅らせることが出来ます。
                                            PayPalの無料バナー広告を使用すると、
お客様がPayPalでチェックアウトする際に、支払いオプションとしてPayPal Credit®;ファイナンシングを宣伝することができます。
                                            PayPal広告プログラムによって会員の追加購入が促され、会員の購入量を15％以上増加させることが示されています。
                                            <a href=""https://financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">詳細をご覧ください</a>。
                            ",,
"
                                <a href=""https:/financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">Why Advertise Financing?</a><br/>
                                <strong>Give your sales a boost when you advertise financing.</strong><br/>PayPal helps turn browsers into buyers with financing
                                from PayPal Credit®;. Your customers have more time to pay, while you get paid up front – at no additional cost to you.
                                Use PayPal’s free banner ads that let you advertise PayPal Credit®; financing as a payment option when your customers check out with PayPal.
                                The PayPal Advertising Program has been shown to generate additional purchases as well as increase consumer's average purchase sizes by 15%
                                or more. <a href=""https:/financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">See Details</a>.
                            ","
                                <a href=""https://financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">ファイナンシングをなぜ宣伝するのか？</a><br/>
                                            <strong>ファイナンシングを宣伝すると、御社の取引が加速します。</strong><br/>PayPalはPayPalクレジット®;からのファイナンシングによって潜在的会員を購買者に変えることができます。追加料金なしで、御社の会員は支払のタイミングを遅らせることが出来ます。
                                            PayPalの無料バナー広告を使用すると、
お客様がPayPalでチェックアウトする際に、支払いオプションとしてPayPal Credit®;ファイナンシングを宣伝することができます。
                                            PayPal広告プログラムによって会員の追加購入が促され、会員の購入量を15％以上増加させることが示されています。
                                            <a href=""https://financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">詳細をご覧ください</a>。
                            ",,
"
                                Merchants need to apply to PayPal for enabling billing agreements feature. Do not enable this option until PayPal confirms that billing agreements are enabled for your merchant account.
                            ","
                                マーチャントは支払い契約機能を有効化するためにPayPalに申し込みする必要があります。PayPalがあなたのマーチャントアカウントの支払い契約が有効化されたことを確認するまでこのオプションを有効化しないでください。
                            ",,
"
                            <a href=""https:/financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">Why Advertise Financing?</a><br/>
                            <strong>Give your sales a boost when you advertise financing.</strong><br/>PayPal helps turn browsers into buyers with financing
                            from PayPal Credit®;. Your customers have more time to pay, while you get paid up front – at no additional cost to you.
                            Use PayPal’s free banner ads that let you advertise PayPal Credit®; financing as a payment option when your customers check out with PayPal.
                            The PayPal Advertising Program has been shown to generate additional purchases as well as increase consumer's average purchase sizes by 15%
                            or more. <a href=""https:/financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">See Details</a>.
                        ","
                            <a href=""https://financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">ファイナンシングをなぜ宣伝するのか？</a><br/>
                                            <strong>ファイナンシングを宣伝すると、御社の取引が加速します。</strong><br/>PayPalはPayPalクレジット®;からのファイナンシングによって潜在的会員を購買者に変えることができます。加料金なしで、御社の会員は支払のタイミングを遅らせることが出来ます。
                                            PayPalの無料バナー広告を使用すると、
お客様がPayPalでチェックアウトする際に、支払いオプションとしてPayPal Credit®;ファイナンシングを宣伝することができます。
                                            PayPal広告プログラムによって会員の追加購入が促され、会員の購入量を15％以上増加させることが示されています。
                                            <a href=""https://financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">詳細をご覧ください</a>。
                        ",,
"
                            <a href=""https:/financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">Why Advertise Financing?</a><br/>
                        <strong>Give your sales a boost when you advertise financing.</strong><br/>PayPal helps turn browsers into buyers with financing
                        from PayPal Credit®;. Your customers have more time to pay, while you get paid up front – at no additional cost to you.
                        Use PayPal’s free banner ads that let you advertise PayPal Credit®; financing as a payment option when your customers check out with PayPal.
                        The PayPal Advertising Program has been shown to generate additional purchases as well as increase consumer's average purchase sizes by 15%
                        or more. <a href=""https:/financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">See Details</a>.
                        ","
                            <a href=""https:/financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">ファイナンシングをなぜ宣伝するのか？</a><br/>
                        <strong>ファイナンシングをを広告する時は売上を向上させましょう。</strong><br/>PayPalはPayPalクレジット®;からのファイナンシングによって潜在的会員を購買者に変えることができます。
                        . 追加料金なしで、あなたが直で支払を受ける一方あなたの会員は支払のタイミングを遅らせることが出来ます。
                        PayPalの無料バナー広告を使用してPayPalクレジット®;を宣伝できます。あなたの会員がPayPalで支払うとき支払としてのファイナンシング
                        PayPal広告プログラムは更なる購入をさせるためと会員の購入量を15%かそれ以上に増やします。
                        <a href=""https:/financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">詳細をご覧ください。</a>.
                        ",,
"
                            Allowable values: ""paypal"", ""primary"" (default), your_custom_value (a custom payment page style from your merchant account profile).
                        ","
                            許可される値: ""paypal"", ""primary"" (デフォルト), your_custom_value (あなたのマーチャントアカウントプロフィールのカスタムペイメントページスタイル).
                        ",,
"
                            See PayPal Feature Support details and list of supported regions
                    <a href=""https://developer.paypal.com/docs/classic/express-checkout/in-context/"" target=""_blank"">here</a>.
                        ","
                            PayPal機能のサポートの詳細とサポートされている地域の一覧をご覧ください：
                    <a href=""https://developer.paypal.com/docs/classic/express-checkout/in-context/"" target=""_blank"">一覧</a>.
                        ",,
"
                            Supporting of American Express cards require additional agreement. Learn more at <a href=""http://www.paypal.com/amexupdate"">http://www.paypal.com/amexupdate</a>.
                        ","
                            アメリカンエクスプレスカードをサポートするには追加の合意が必須です。 ここで <a href=""http://www.paypal.com/amexupdate"">http://www.paypal.com/amexupdate</a>ご確認ください。
                        ",,
"
                            The background color for the checkout page around the header and payment form.
                        ","
                            チェックアウトページのヘッダーと支払いフォームの周りのバックグラウンドカラー
                        ",,
"
                            The background color for the header of the checkout page. Case-insensitive six-character HTML hexadecimal color code in ASCII.
                        ","
                            チェックアウトページのヘッダーのバックグラウンドカラー。大文字小文字無関係の6文字HTML16進数ASCIIカラーコード。
                        ",,
"
                            The image at the top left of the checkout page. Max size is 750x90-pixel. <strong style=""color:red"">https</strong> is highly encouraged.
                        ","
                            画像はチェックアウトページの左上です。最大サイズは750x90ピクセル。 <strong style=""color:red"">https</strong>を強く推奨します。
                        ",,
"
                            Will appear as a payment option only for customers who have at least one active billing agreement.
                        ","
                            最低でも1つの有効な支払い契約をお持ちの会員にのみ支払いオプションは表示されます。
                        ",,
"
                        <a href=""http://www.magentocommerce.com/paypal"">Start accepting payments via PayPal!</a>
                    ","
                        <a href=""http://www.magentocommerce.com/paypal"">PayPalを通しての支払いの受付開始</a>
                    ",,
"
                        <strong style=""color:red"">Warning!</strong> By default this feature restricts all categories.
                    ","

<strong style = "" color：red "">警告！</strong>デフォルトでは、この機能はすべてのカテゴリを制限します。
                    ",,
"
                        <strong style=""color:red"">Warning!</strong> When using Store Code in URLs, in some cases system may not work properly if URLs without Store Codes are specified in the third party services (e.g. PayPal etc.).
                    ","
                        <strong style=""color:red"">警告！</strong>ストアコードをURLに使う場合にサードパーティサービス（PayPal等）にてストアコードのないURLが指定された場合、システムが正常に作動しないことがあります。
Auto-redirect to Base URL""",,
"
                        Base currency is used for all online payment transactions. The base currency scope is defined by the catalog price scope (""Catalog"" > ""Price"" > ""Catalog Price Scope"").
                    ","
                        ベース通貨はすべてのオンライントランザクションで使用されます。ベース通貨スコープはカタログ価格スコープにて定義されています(""Catalog"" > ""Price"" > ""Catalog Price Scope"")。
                    ",,
"
                        Defines the default product price
                    ","

デフォルトの商品価格を定義します。
                    ",,
"
                        If you select and save the rule you will be able to generate multiple coupon codes.
                    ","
                        ルールを選択して保存すると、複数のクーポンコードを生成することができます
                    ",,
"
                        Merchants need to apply to PayPal for enabling billing agreements feature. Do not enable this option until PayPal confirms that billing agreements are enabled for your merchant account.
                    ","
                        マーチャントは支払い契約機能を有効化するためにPayPalに申し込みする必要があります。PayPalがあなたのマーチャントアカウントの支払い契約が有効化されたことを確認するまでこのオプションを有効化しないでください。
                    ",,
"
                        Please use only letters (a-z or A-Z) or numbers (0-9) in this field. No spaces or other characters are allowed.<br />Similar looking characters (e.g. ""i"", ""l"", ""1"") decrease chance of correct recognition by customer.
                    ","
                         文字(a-z あるいは A-Z) あるいは数字 (0-9) のみこのフィールドでは使用してください。 スペースや他の文字種は使用できません。<br />同じような見た目の文字 (例. ""i"", ""l"", ""1"")の使用は会員に正しく認識してもらえない可能性があります
                    ",,
"
                        Semicolon (;) separated values.<br/>Put semicolon in the beginning for empty first option.<br/>Leave empty for open text field.
                    ","
                        セミコロン (;) は値を区切った。<br/>空の最初のオプションのためにセミコロンを先頭にいれてください。<br/>オープンテキストのために空にしてください。
                    ",,
"
                        This email will be sent instead of the Default Welcome Email, after account confirmation. <br /><br />
                        Email template chosen based on theme fallback when ""Default"" option is selected.
                    ","
                        アカウントが確認された後にこのメールがデフォルトの「ようこそメール」の代わりに送られます。 <br /><br />
                        ""Default""オプションが選ばれた時、テーマ代替に基づくメールテンプレートが選ばれます。
                    ",,
"
                        This email will be sent instead of the Default Welcome Email, if a customer was created without password. <br /><br />
                        Email template chosen based on theme fallback when ""Default"" option is selected.
                    ","
                        もし会員がパスワードなしで作成されると、このメールはデフォルト「ようこそメール」が代わりに送られます。 <br /><br />
                        ""Default""オプションが選ばれた時、テーマ代替に基づくメールテンプレートが選ばれます。
                    ",,
"
                        Usage limit enforced for logged in customers only.
                    ","
                        使用可能数はログインしている会員にのみ適用されます。
                    ",,
"
                    <a href=""https://financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">Why Advertise Financing?</a><br/>
                                            <strong>Give your sales a boost when you advertise financing.</strong><br/>PayPal helps turn browsers into buyers with financing
                                            from PayPal Credit®;. Your customers have more time to pay, while you get paid up front – at no additional cost to you.
                                            Use PayPal’s free banner ads that let you advertise PayPal Credit®; financing as a payment option when your customers check out with PayPal.
                                            The PayPal Advertising Program has been shown to generate additional purchases as well as increase consumer's average purchase sizes by 15%
                                            or more. <a href=""https://financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">See Details</a>.
                ","
                    <a href=""https://financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">ファイナンシングをなぜ宣伝するのか？</a><br/>
                                            <strong>ファイナンシングを宣伝すると、御社の取引が加速します。</strong><br/>PayPalはPayPalクレジット®;からのファイナンシングによって潜在的会員を購買者に変えることができます。追加料金なしで、御社の会員は支払のタイミングを遅らせることが出来ます。
                                            PayPalの無料バナー広告を使用すると、
お客様がPayPalでチェックアウトする際に、支払いオプションとしてPayPal Credit®;ファイナンシングを宣伝することができます。
                                            PayPal広告プログラムによって会員の追加購入が促され、会員の購入量を15％以上増加させることが示されています。
                                            <a href=""https://financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">詳細をご覧ください</a>。
                ",,
"
                    <a href=""https:/financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">Why Advertise Financing?</a><br/>
                                <strong>Give your sales a boost when you advertise financing.</strong><br/>PayPal helps turn browsers into buyers with financing
                                from PayPal Credit®;. Your customers have more time to pay, while you get paid up front – at no additional cost to you.
                                Use PayPal’s free banner ads that let you advertise PayPal Credit®; financing as a payment option when your customers check out with PayPal.
                                The PayPal Advertising Program has been shown to generate additional purchases as well as increase consumer's average purchase sizes by 15%
                                or more. <a href=""https:/financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">See Details</a>.
                ","
                    <a href=""https://financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">ファイナンシングをなぜ宣伝するのか？</a><br/>
                                            <strong>ファイナンシングを宣伝すると、御社の取引が加速します。</strong><br/>PayPalはPayPalクレジット®;からのファイナンシングによって潜在的会員を購買者に変えることができます。追加料金なしで、御社の会員は支払のタイミングを遅らせることが出来ます。
                                            PayPalの無料バナー広告を使用すると、
お客様がPayPalでチェックアウトする際に、支払いオプションとしてPayPal Credit®;ファイナンシングを宣伝することができます。
                                            PayPal広告プログラムによって会員の追加購入が促され、会員の購入量を15％以上増加させることが示されています。
                                            <a href=""https://financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">詳細をご覧ください</a>。
                ",,
"
                    <a href=""https:/financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">Why Advertise Financing?</a><br/>
                            <strong>Give your sales a boost when you advertise financing.</strong><br/>PayPal helps turn browsers into buyers with financing
                            from PayPal Credit®;. Your customers have more time to pay, while you get paid up front – at no additional cost to you.
                            Use PayPal’s free banner ads that let you advertise PayPal Credit®; financing as a payment option when your customers check out with PayPal.
                            The PayPal Advertising Program has been shown to generate additional purchases as well as increase consumer's average purchase sizes by 15%
                            or more. <a href=""https:/financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">See Details</a>.
                ","
                    <a href=""https://financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">ファイナンシングをなぜ宣伝するのか？</a><br/>
                                            <strong>ファイナンシングを宣伝すると、御社の取引が加速します。</strong><br/>PayPalはPayPalクレジット®;からのファイナンシングによって潜在的会員を購買者に変えることができます。加料金なしで、御社の会員は支払のタイミングを遅らせることが出来ます。
                                            PayPalの無料バナー広告を使用すると、
お客様がPayPalでチェックアウトする際に、支払いオプションとしてPayPal Credit®;ファイナンシングを宣伝することができます。
                                            PayPal広告プログラムによって会員の追加購入が促され、会員の購入量を15％以上増加させることが示されています。
                                            <a href=""https://financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">詳細をご覧ください</a>。
                ",,
"
                    <a href=""https:/financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">Why Advertise Financing?</a><br/>
                        <strong>Give your sales a boost when you advertise financing.</strong><br/>PayPal helps turn browsers into buyers with financing
                        from PayPal Credit®;. Your customers have more time to pay, while you get paid up front – at no additional cost to you.
                        Use PayPal’s free banner ads that let you advertise PayPal Credit®; financing as a payment option when your customers check out with PayPal.
                        The PayPal Advertising Program has been shown to generate additional purchases as well as increase consumer's average purchase sizes by 15%
                        or more. <a href=""https:/financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">See Details</a>.
                ","
                    <a href=""https://financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">ファイナンシングをなぜ宣伝するのか？</a><br/>
                                            <strong>ファイナンシングを宣伝すると、御社の取引が加速します。</strong><br/>PayPalはPayPalクレジット®;からのファイナンシングによって潜在的会員を購買者に変えることができます。加料金なしで、御社の会員は支払のタイミングを遅らせることが出来ます。
                                            PayPalの無料バナー広告を使用すると、
お客様がPayPalでチェックアウトする際に、支払いオプションとしてPayPal Credit®;ファイナンシングを宣伝することができます。
                                            PayPal広告プログラムによって会員の追加購入が促され、会員の購入量を15％以上増加させることが示されています。
                                            <a href=""https://financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">詳細をご覧ください</a>。
                ",,
"
                    See PayPal Feature Support details and list of supported regions
                    <a href=""https://developer.paypal.com/docs/classic/express-checkout/in-context/"" target=""_blank"">here</a>.
                ","
                    PayPal機能のサポートの詳細とサポートされている地域の一覧をご覧ください：
                    <a href=""https://developer.paypal.com/docs/classic/express-checkout/in-context/"" target=""_blank"">一覧</a>。
                ",,
"
                    Supporting of American Express cards require additional agreement. Learn more at <a href=""http://www.paypal.com/amexupdate"">http://www.paypal.com/amexupdate</a>.
                ","
                    アメリカンエクスプレスカードをサポートするには追加の合意が必須です。 ここで <a href=""http://www.paypal.com/amexupdate"">http://www.paypal.com/amexupdate</a>ご確認ください。
                ",,
 , ,,
    All Store Views,    全てのストアビュー,,
 (free , (無料 ,,
 (no data), (データがありません),,
 Copy,コピー,,
 Example: , 正しい郵便番号の例: ,,
" Transaction ID: ""%1""","トランザクションID: ""%1""",,
 [deleted], [削除済],,
 for more information or , いただくか、もしくは右のアドレスに ,,
 if you are not redirected automatically.,自動的にリダイレクトされない場合。,,
 is not available. You still can process offline actions., はできません。オフラインでの作業は処理することができます。,,
 is required., は必須です。,,
 item, 商品,,
 items, 商品,,
 of , の ,,
 to learn more., 詳細は。,,
 to redeem it., それを償還するために。,,
 total)., 合計).,,
 unread), 未読),,
"""%1"" coupon code is not valid.","""%1""クーポンコードは有効ではありません",,
"""%1"" section source is not supported","""%1""セクションソースがサポートされていません",,
"""Cap Reward Points Balance"" should be either a positive number or left empty.","""キャップポイント残高"" は正の数または空のままにする必要があります。",,
"""Email"" is not a valid email address.","""メール""は有効なメールアドレスではありません。",,
"""Minimum Reward Points Balance"" should be either a positive number or left empty.","""最低ポイント残高""は正数または空のいずれかでなければなりません。",,
"""Minimum Reward Points Balance"" should be less or equal to ""Cap Reward Points Balance"".","""ポイント最小残高"" は ""ポイント上限残高"" 以下でなければなりません。",,
%1 already exist.,%1は既に存在します。,,
%1 already exists.,"%1は既に存在します。""",,
%1 doesn't extend \Magento\Framework\Data\Form,%1 は \Magento\Framework\Data\Form を拡張しません,,
%1 doesn't extends \Magento\Framework\Search\Dynamic\Algorithm\AlgorithmInterface,%1 は \Magento\Framework\Search\Dynamic\Algorithm\AlgorithmInterface は拡張できません,,
%1 doesn't implement ThemeInterface,"%1 は ThemeInterface　を実装していません”
%1 email(s) were sent.""",,
%1 doesn't implement \Magento\Framework\DB\MapperInterface,%1 は \Magento\Framework\DB\MapperInterface を実装しません,,
%1 doesn't implement \Magento\Framework\DB\QueryInterface,%1 は implement \Magento\Framework\DB\QueryInterface を実装しません,,
%1 is required parameter.,%1 は必須パラメータです。,,
%1 isn't allowed,%1 は許可されていません,,
%1 should be an iterator,%1 はイテレータでなくてはなりません,,
%1 was not found in algorithms,%1 はアルゴリズムに見つかりません,,Magento_Catalog
%fieldName is a required field.,%fieldNameは必須フィールドです。,,Magento_Bundle
%store_name : New Return # %increment_id,%store_name : 新しい戻り値 # %increment_id,,
%store_name: New Return # %increment_id,%store_name: 新しい戻り値 # %increment_id,,
%store_name: Return # %increment_id update,%store_name: 戻り値 # %increment_id 更新,,
',',,
'%1' is not a directory.,'%1' はディレクトリではありません。,,
'%1' is not readable file.,'%1' のファイルは読み込み不可能です。,,
'%value%' looks like a DNS hostname but we cannot match the TLD against known list.,'%value%'はDNSホストネームのようですがTLDが既知のリストにマッチしません,,
1 column modified,1カラム変更,,
"86400 by default, if not set. To refresh instantly, clear the Blocks HTML
                    Output cache.
                ","設定されていなければデフォルトで86400。 すぐに更新するには、ブロックHTML出力キャッシュをクリアしてください。
                ",,
"86400 by default, if not set. To refresh instantly, clear the Blocks HTML Output cache.",設定されていない場合86400がデフォルトです。今すぐ更新するには、ブロックHTMLアウトプットキャッシュをクリアしてください。,,Magento_Catalog
"<a href=""%1"" onclick=""this.target='_blank'"" class=""print"">Print receipt</a>","<a href=""%1"" onclick=""this.target='_blank'"" class=""print"">領収書を印刷</a>",,Magento_Checkout
A consumer with ID %1 does not exist,ID %1の会員は存在しません,,Magento_Integration
A custom attribute is specified without an attribute code.,カスタム属性は、属性コードなしで指定されます。,,
A customer website ID must be specified when using the website scope.,ウェブサイトスコープを使用する時、会員ウェブサイトIDは指定されなければなりません。,,Magento_Customer
A customer with the same email already exists in an associated website.,会員と同じE-メールがすでに関連するウェブサイトに存在します。,,Magento_Customer
A joint field with this alias (%1) is already declared.,このエイリアス (%1) の結合フィールドは常に宣言されています,,Magento_Eav
A payment method is not defined.,支払方法が定義されていません。,,Magento_Multishipping
About Us,会社概要,,frontend/Magento/luma
Access denied,アクセス禁止,,Magento_Backend
Account Dashboard,アカウントダッシュボード,,frontend/Magento/luma
Account already active,アカウントはすでにアクティブです。,,Magento_Customer
Active update can not be deleted,アクティブな更新は削除できません,,
Add Banner,バナー追加,,
Add Block Names to Hints,ブロック名をヒントに追加,,Magento_Backend
Add gift options,ギフトオプションの追加,,Magento_GiftMessage
Add gift options for Individual Items,商品ごとにギフトオプションを追加,,Magento_GiftMessage
Address is empty.,住所は空です。,,
Admin session lifetime must be greater than or equal to 60 seconds,管理セッションの有効期間は60秒以上でなければなりません,,Magento_Backend
Admin session lifetime must be less than or equal to 31536000 seconds (one year),管理セッションの有効期間は31536000秒（1年間）以下でなければなりません,,Magento_Backend
All ,すべて ,,
All Empty Layout Pages,",全ての空レイアウトページ",,
All processes should be complete,すべてのプロセスが完了している必要があります,,
Allow Dynamic Media URLs in Products and Categories,動的なメディアURLを商品とカテゴリに許可する,,Magento_Catalog
"Allowed file types: ico, png, gif, jpg, jpeg, apng, svg. Not all browsers support all these formats!",許可されているファイルの種類：ico、png、gif、jpg、jpeg、apng、svg。こちらのフォーマットはすべてのブラウザでサポートされているわけではありません。,,Magento_Theme
"Allowed file types: jpg, jpeg, gif, png. To optimize logo for high-resolution displays, upload an image that is 3x normal size and then specify 1x dimensions in the width/height fields below.",許可されるファイルの種類：jpg、jpeg、gif、png。高解像度ディスプレイ用のロゴを最適化するには、通常の3倍の画像をアップロードし、次に下記の幅/高さのフィールドに1xの寸法を指定します。,,Magento_Email
"Allowed file types: png""", gif,,
"Allowed file types: png, gif, jpg, jpeg, svg.","許可されるファイルの種類: png, gif, jpg, jpeg, svg.",,Magento_Theme
An amount of %1 will be captured after being approved at the payment gateway.,決済ゲートウェイにて認証された後に%1の数量がキャプチャーされます,,Magento_Sales
An array expected: %1,期待される配列: %1,,
An attribute code must not be more than %1 characters.,属性コードは%1文字以上ではなりません。,,Magento_Eav
"An attribute group named ""/name/"" already exists"".","属性グループ名 ""/name/"" は既に存在します""。",,Magento_Catalog
"An attribute set named ""%1"" already exists."," ""%1"" という名の属性セットは既に存在します",,Magento_Eav
An authentication error occurred.,認証エラーが発生しました。,,
Any Banner Type,すべてのバナータイプ,,
"Apply discount on price including tax is calculated based on store tax if ""Apply Tax after Discount"" is selected.","もし""ディスカウント後に税を適用""が選択されるとストア税に基づいて計算された税が価格にディスカウントが適用されます",,Magento_Tax
Are you sure ?,本当によろしいですか？,,Magento_Integration
"Are you sure you wan't to delete a ""${ $.$data.title }"" record?","本当に ""${ $.$data.title }"" レコードを削除しますか？",,Magento_Cms
Are you sure you wan't to delete a ${ $.$data.title } record?,本当に ${ $.$data.title } レコードを削除しますか？,,Magento_Cms
Are you sure you wan't to delete selected items?,本当に選択したアイテムを削除しますか？,,Magento_Cms
Are you sure you want to delete these banners?,こちらのバナーを削除してもよろしいですか？,,
Area code is already set,郵便番号は既にセットされております,,
Area code is not set,郵便番号はセットされていません,,
Area code not set: Area code must be set before starting a session.,郵便番号がセットされていません:郵便番号はセッションが始まる前に設定されてなければなりません,,
Area is already set,地域は既に設定してあります,,Magento_Email
